DEL,ID,Smiles
CHEMBL,CHEMBL1865409,CCn1ccc(C(=O)NCc2ccc3c(c2)OCO3)n1
CHEMBL,CHEMBL152229,O=C(NCCCN1CCN(CCCNc2ccnc3cc(Cl)ccc23)CC1)C1CCc2ccccc2C1
CHEMBL,CHEMBL242937,C[C@H](C(=O)N[C@H]1CC(=O)OC1O)N1CC=CC[C@H](NC(=O)c2ccc3ccccc3c2)C1=O
CHEMBL,CHEMBL2134246,Cn1c(=O)c2c(ncn2CC(=O)OCC(=O)Nc2cccc(C#N)c2)n(C)c1=O
CHEMBL,CHEMBL2086542,C=CC(=O)Nc1ncc(S(=O)(=O)N2CCN(C(=O)OC(C)(C)C)CC2)cn1
CHEMBL,CHEMBL3699410,Cc1c(C)n(Cc2ccc(-c3ccccc3C(=O)O)cc2)c2ccc(C(=O)N[C@@H](C)c3ccnc(Br)c3)cc12
CHEMBL,CHEMBL154208,Cc1ccc(S(=O)(=O)N2C3CCC(CC3)C2C(=O)N[C@@H](Cc2ccc(NC(=O)Cc3c(Cl)cccc3Cl)cc2)C(=O)O)cc1
CHEMBL,CHEMBL53860,CCc1cc(C(C)=O)c(O)cc1OCCCCCC(C)(C)c1nnn(C)n1
CHEMBL,CHEMBL1419723,CCOc1cc(NC(=O)C2CCCCC2)c(OCC)cc1NC(=O)c1ccco1
CHEMBL,CHEMBL3482992,CS(=O)(=O)N1CCC(Oc2ccc(C(=O)NC3CCCC3)cc2Cl)CC1
CHEMBL,CHEMBL99260,COc1ccc(CNCC[C@H](N)C(=O)N2CCCCC2)c(OC)c1
CHEMBL,CHEMBL1956772,NS(=O)(=O)c1ccc(CNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)cc1
CHEMBL,CHEMBL2109939,c1cc(Oc2ccnc(N3CCC4(CCNC4)CC3)n2)c2cc[nH]c2c1
CHEMBL,CHEMBL3936010,COc1ccc(C(c2ccccc2O)N2CCOCC2)cc1
CHEMBL,CHEMBL272902,Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)cc1C(=O)Nc1cnc(N)nc1
CHEMBL,CHEMBL2002754,COC(=O)CCC(=O)N1Cc2cc(C)ccc2N(C(=O)CCC(=O)OC)Cc2cc(C)ccc21
CHEMBL,CHEMBL1741581,OCCCNCc1ccccn1
CHEMBL,CHEMBL3463133,O=C(Nc1cccn(Cc2ccc(F)cc2)c1=O)c1cnc[nH]1
CHEMBL,CHEMBL204188,O=c1c2nn(-c3ccccc3Cl)c(-c3ccc(Cl)cc3)c2ncn1CC(F)(F)F
CHEMBL,CHEMBL2430669,COc1cc(/C=C/c2nnc(-c3ccc(Cl)cc3Cl)o2)cc(OC)c1OC
CHEMBL,CHEMBL3649845,CC1OCCN(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)C1C
CHEMBL,CHEMBL1732443,CCc1ccc([C@H]2C(C(=O)O)=C[C@@H](CC3CCCC3)N2S(=O)(=O)c2ccc(C)cc2)cc1
CHEMBL,CHEMBL3693519,COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N[C@H](C)CO)nc3n2)cc1CO
CHEMBL,CHEMBL67451,CCCN1Cc2cccc3[nH]c(=S)n(c23)CC1C
CHEMBL,CHEMBL266961,CCc1ccc(-n2c(CCc3c[nH]c4ccccc34)nnc2[C@H](NC(=O)Cc2ccccn2)c2c[nH]c3ccccc23)cc1
CHEMBL,CHEMBL4116892,C[C@H]1[C@H](F)C[C@@H](N(COP(=O)(O)O)Cc2cc(-c3cnc(C(F)(F)F)nc3)ncc2F)N1S(=O)(=O)c1ccc(F)cc1
CHEMBL,CHEMBL1371269,O=C(NCc1ccccc1)C1=C[C@@H](C2CCCCC2)C[C@@H](OCc2ccc(CO)cc2)O1
CHEMBL,CHEMBL292415,CN(CC(CCN1CCC(CCO)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1
CHEMBL,CHEMBL477549,CC(C)Cc1c(C(=O)C(N)=O)c2c(OCC(=O)NS(=O)(=O)C(F)(F)F)cccc2n1Cc1ccccc1
CHEMBL,CHEMBL3923312,OCC#Cc1cn2c(-c3ccc(-c4cnc(C5CC5)[nH]4)cc3)cnc2c(NCC2CCC2)n1
CHEMBL,CHEMBL1383063,COc1ccc(N(CC(O)CN2CCOCC2)S(=O)(=O)c2ccc(C)cc2)cc1
CHEMBL,CHEMBL3263227,COCCCC[C@@H]1[C@H]2CCCN3CCC[C@H](CN1Cc1ccc(Cl)cc1)[C@@H]23
CHEMBL,CHEMBL1568556,O=C(Nc1cccc(NC(=O)c2ccc(Cl)cc2)n1)c1ccc(Cl)cc1
CHEMBL,CHEMBL3450769,O=c1c(Cc2ccccc2)c(O)ccn1CCc1ccccc1
CHEMBL,CHEMBL3623664,O=c1ccc2ccc(OCc3cn(-c4cccc(F)c4)nn3)cc2o1
CHEMBL,CHEMBL3809327,Cc1cc(C)c(Nc2cc(F)cc(F)c2)c(C)c1
CHEMBL,CHEMBL1423607,O=C(NC1=NCCS1)c1cc(-c2ccc(-c3ccccc3)cc2)nc2ccccc12
CHEMBL,CHEMBL4279792,CC[C@H]1[C@@H]2C=C[C@@H]3[C@H]4/C=C/CC(=O)NCCC[C@H]5C(O)=C(C(=O)/C=C/[C@@H]4C[C@@H]3[C@H]2C[C@H]1C)C(=O)N5C
CHEMBL,CHEMBL586982,COc1cccc(-c2cc(C(=O)Nc3cc(Cl)ccc3O)on2)c1
CHEMBL,CHEMBL3250959,CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)CCC(=O)Nc1nc(=O)[nH]cc1F)C(=O)O
CHEMBL,CHEMBL1332398,c1ccc(Cc2nnc(SCc3nc(-c4cccs4)no3)n2-c2ccccc2)cc1
CHEMBL,CHEMBL3335123,CO[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)Cc2c(Cl)cccc2Cl)CC1
CHEMBL,CHEMBL3041306,Clc1ccc(CSc2cc3ccccc3[n+](CCCCCC3CCCCC3)c2)cc1
CHEMBL,CHEMBL1475062,O=C(CCCCCn1c(=S)[nH]c2ccccc2c1=O)N1CCC(Nc2ccccc2)CC1
CHEMBL,CHEMBL3676710,NC(=O)COc1cc(-c2cncnc2)c2c(c1)C(O)(C(F)(F)F)c1ccccc1-2
CHEMBL,CHEMBL1381090,O=C(CSc1nc2ccc[nH]c-2n1)Nc1c(F)cc(F)cc1Br
CHEMBL,CHEMBL20178,Cc1nnc2n1-c1sc(C#CCn3c(=O)c4ccccc4c4ccccc43)cc1C(c1ccccc1Cl)=NC2C
CHEMBL,CHEMBL4169098,C#CCOc1ccc(C(=O)/C=C/c2ccc(Br)cc2)c(OC)c1
CHEMBL,CHEMBL363585,O=C(Nc1ccc([N+](=O)[O-])cc1)OCCN1C(=O)c2ccccc2C1=O
CHEMBL,CHEMBL3684905,NC1=N[C@@H](COc2ccc(F)cc2F)CO1
CHEMBL,CHEMBL3422175,Nc1nonc1-c1nc2ccccc2n1CC(=O)NCc1ccc(F)cc1
CHEMBL,CHEMBL4083594,Cc1[nH]nc2c1C(c1cc(F)cc(N3CCOCC3)c1)(C(C)C)C(C#N)=C(N)O2
CHEMBL,CHEMBL1967405,CC(=O)OC1c2ccccc2CCCCCCC12OCCO2
CHEMBL,CHEMBL3481556,O=c1[nH]ccn1CCCN1CC=C(c2cnn(-c3ccccc3)c2)CC1
CHEMBL,CHEMBL4113429,[C-]#[N+]c1ccc(Oc2ccc(-c3nc(C(N)=O)cc([C@H](O)CO)n3)cc2)cc1
CHEMBL,CHEMBL144125,COc1cc(/C=C2\CCc3cc(OC)c(OC)cc3C2=O)cc(OC)c1
CHEMBL,CHEMBL4062692,COC(=O)Nc1noc2cc(-c3c(-c4cccc(C)n4)n[nH]c3C)ccc12
CHEMBL,CHEMBL238943,O=C1OC(COc2ccccc2[N+](=O)[O-])CC1Cc1ccccc1
CHEMBL,CHEMBL1528023,Cc1cc2n(n1)C(c1ccccc1)Nc1ccccc1-2
CHEMBL,CHEMBL2071169,Cn1c(=O)c2sc3sccc3c2c2cc(C#N)ccc21
CHEMBL,CHEMBL3656500,NC1=N[C@@H](CCc2ccc(Nc3cncc(Cl)n3)cc2)CO1
CHEMBL,CHEMBL1649975,CC(C)c1nnc(-c2ccc(-c3ccccc3)cc2)n1-c1ccccc1F
CHEMBL,CHEMBL184231,COc1cc2c(N3CCN(/C(=N\c4ccncc4)NC#N)CC3)ncnc2cc1OCCCN1CCCCC1
CHEMBL,CHEMBL1335156,O=C(O)CSC(C(=O)Nc1ccc(Br)cc1)c1ccc(Cl)cc1
CHEMBL,CHEMBL1699543,Oc1ccc(-c2nc3ccc(Cl)cn3c2Nc2ccc3c(c2)OCO3)cc1
CHEMBL,CHEMBL1090823,Cc1c(C(=O)NCCc2ccccc2)[n+]([O-])c2ccccc2[n+]1[O-]
CHEMBL,CHEMBL3664610,COCc1cc(OC)c(-c2csc3c(N(CC4CCC4)CC4C5COCC54)c(OC)nn23)c(OC)c1
CHEMBL,CHEMBL284830,COC1=C(OC)[C@@]2(OC)c3c(OC)c(OC)c4c(c3O[C@@]23O[C@@H](c2ccccc2)CC=C3C1=O)[C@@H](OC)C[C@H](c1ccccc1)O4
CHEMBL,CHEMBL4171472,CNc1nc(C)c2cc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4F)c3)cc(OCC3CCOC3)c2n1
CHEMBL,CHEMBL1442430,COc1ccc(OC)c(CNC(=O)c2cc(=O)[nH]c3ccc(S(=O)(=O)N4CCCCC4C)cc23)c1
CHEMBL,CHEMBL3408372,C=C1CCC[C@]2(C)CCC(c3cn(CC(=O)Nc4ccc(C)cc4)nn3)=CC[C@@]12C
CHEMBL,CHEMBL329736,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](/C=C/C(=O)N(C)C)CCC(N)=O
CHEMBL,CHEMBL223123,CCCCC#Cc1nc2ccccc2n2cccc12
CHEMBL,CHEMBL518484,NC(=O)c1cccc2[nH]c(C3CCN(S(=O)(=O)c4ccccc4)CC3)nc12
CHEMBL,CHEMBL1568922,CCN(CC)CC(=O)c1ccc(-c2ccccc2)cc1
CHEMBL,CHEMBL246151,CNc1cc(-c2cccnc2Oc2ccc(Cl)c(NC(=O)c3cccc(C(C)C)c3)c2)ccn1
CHEMBL,CHEMBL2145018,COc1ccc(CNC(=O)COC(=O)c2c(NC(C)=O)sc(C)c2C)cc1OC
CHEMBL,CHEMBL604953,OC(CNc1ccccc1)c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12
CHEMBL,CHEMBL1619151,CC1CC(C)(C)NC(C)c2ccccc21
CHEMBL,CHEMBL1304465,COc1ccc(CC(=O)N(CC2CCCO2)c2nc3ccccc3s2)cc1
CHEMBL,CHEMBL1409092,O=C(NCc1ccccc1)c1cc2nc(C3CC3)cc(C(F)(F)F)n2n1
CHEMBL,CHEMBL1542364,O=C(NCc1ccco1)c1ccc(Cl)c(S(=O)(=O)N2CCCCC2)c1
CHEMBL,CHEMBL525314,CN(C)CCCn1cc(C(=O)OC2CC3CCC(C2)N3C)c2cc(-c3ccccc3)ccc21
CHEMBL,CHEMBL161607,S=C(NCCC1CCN(Cc2ccccc2)CC1)Nc1cccnc1
CHEMBL,CHEMBL2413388,Cc1ccc(NC(=O)C(=O)NC2CC3(CCCCC3)NC3(CCCCC3)C2)cc1F
CHEMBL,CHEMBL178861,O=C1c2cnccc2C(=O)c2sccc21
CHEMBL,CHEMBL1363714,Cc1ccc(OCc2nc(-c3ccc(C(=O)NCc4ccc(OC(C)C)cc4)cc3)oc2C)cc1
CHEMBL,CHEMBL1358904,Cc1cc(N2C(=O)C3CC=CC(C)C3C2=O)no1
CHEMBL,CHEMBL195144,O=C(Nc1ccccc1NC(=O)c1ccc2cc[nH]c2c1)OCC1CCN(c2ccncc2)CC1
CHEMBL,CHEMBL73427,CC(C(=O)O)N(Cc1ccccc1[N+](=O)[O-])C(=O)Nc1ccc(Cl)c(Cl)c1
CHEMBL,CHEMBL571899,O=C1NC(=O)/C(=C/[C@@H](O)CNC(=O)c2cc(Br)c(Br)[nH]2)N1
CHEMBL,CHEMBL301909,CCOC(=O)CCC1=C(c2ccccc2)c2ccccc2C(=O)C1=O
CHEMBL,CHEMBL22153,CCCCCCCCCCCCCCCCOS(=O)(=O)NC(=O)Oc1c(C(C)C)cccc1C(C)C
CHEMBL,CHEMBL3302650,NCCNCCNCCNC(CCCC1CCCCC1)CCCC1CCCCC1
CHEMBL,CHEMBL3557106,Cc1csc(CN2C[C@@H]3COC[C@]3(COCC(=O)N(C)C)C2)n1
CHEMBL,CHEMBL1644172,O=C(Nc1nn[nH]n1)c1ccc(Cc2cc(-c3ccc(OC(F)(F)F)cc3)n(C3CCCCC3)n2)cc1
CHEMBL,CHEMBL3818741,CCCCOC(=O)c1ccc(OC)cc1
CHEMBL,CHEMBL1570192,COc1cc(NC(S)=NCCCN2CCOCC2)cc(OC)c1OC
CHEMBL,CHEMBL206130,COc1cccc2c1OC(CNCCc1c[nH]c3ccc(F)cc13)CN2
CHEMBL,CHEMBL291095,CCOC(=O)COc1ccc(C(=O)c2cc(CN3CCS(=O)(=O)CC3)c(O)c(CN3CCS(=O)(=O)CC3)c2)c(Cl)c1Cl
CHEMBL,CHEMBL201672,CCCCCSc1nc(O)c2scnc2n1
CHEMBL,CHEMBL2236830,NC(=O)N/N=C/c1c(-c2ccccc2)n(CC(=O)c2ccc(-c3ccccc3)cc2)c2ccccc12
CHEMBL,CHEMBL2417857,Cc1ccc(/C=N/NC(=S)Nc2ccc(C(=O)NCC(=O)O)cc2)cc1
CHEMBL,CHEMBL56936,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCCN(C)C
CHEMBL,CHEMBL152806,COc1ccc(S(=O)(=O)N2CCCc3cc(Br)ccc32)cc1N1CCNCC1
CHEMBL,CHEMBL101292,O=C(OCc1ccc(Cl)cc1)C(c1ccc2c(c1)OCO2)c1c2ccccc2nc2ccccc12
CHEMBL,CHEMBL3928972,COc1ccccc1-c1cn(-c2cccc(-c3nc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)o3)c2)nn1
CHEMBL,CHEMBL3197155,C/C(CC(=O)Nc1ccc(N(C)C)cc1)=N\NC(=O)c1ccccc1F
CHEMBL,CHEMBL2374505,COc1cc([C@H]2c3cc4c(cc3[C@H](NC(=O)c3cccs3)C3COC(=O)[C@@H]32)OCO4)cc(OC)c1OC
CHEMBL,CHEMBL1612722,CC1Cc2ccccc2N1C(=O)CN1C(=O)COc2ccccc21
CHEMBL,CHEMBL1585777,CCc1ccc(/C=C/C(=O)c2cc(Br)ccc(=O)c2O)cc1
CHEMBL,CHEMBL1561744,COc1ccc(OC)c(N/C=C/C(=O)c2ccc(OC)c(OC)c2)c1
CHEMBL,CHEMBL3974246,Cc1c(-c2ncnc3[nH]c(-c4ccc(CN5CCN(C)CC5)cc4)cc23)cccc1N1CCc2cc(C3CC3)ccc2C1=O
CHEMBL,CHEMBL1450499,CC(=O)Oc1ccc(Cl)c2cccnc12
CHEMBL,CHEMBL1506075,Cc1cc(C)c(NC(=O)c2cccc(NC(=O)c3ccco3)c2)c(C)c1
CHEMBL,CHEMBL380320,CC(C)c1ccc(C(=O)Cn2ncn(-c3ccc(CN(C)CC(O)(Cn4cncn4)c4ccc(F)cc4F)cc3)c2=O)cc1
CHEMBL,CHEMBL3984060,Cc1csc(C2CCN(C(=O)OC3C4CC5CC3CC(C(N)=O)(C5)C4)C2)n1
CHEMBL,CHEMBL4073915,C[C@H]1CCCCN1c1ccc(N2CCN(S(=O)(=O)c3ccc4ncccc4c3)CC2)nn1
CHEMBL,CHEMBL3360255,Cc1ccc(S(=O)(=O)Nc2ccc(O)cc2)cc1
CHEMBL,CHEMBL3681531,Cc1onc(-c2ccccc2)c1COc1ccc(C(=O)NC(C)C(F)(F)F)cn1
CHEMBL,CHEMBL1506481,O=C(C1CCCCC1)N1CCc2ccccc21
CHEMBL,CHEMBL1391845,CCOC(=O)c1c(NC(=O)C(C)Sc2nnc(C)c(O)n2)sc2c1CCCC2
CHEMBL,CHEMBL605216,COc1nc2c(O)nc(N)nc2n1C1O[C@H](CO)[C@@H](O)[C@H]1O
CHEMBL,CHEMBL1917461,Cc1ccc2c(n1)c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O
CHEMBL,CHEMBL3468835,CC(C)OCCN(Cc1cccc(O)c1)C1CCC(O)CC1
CHEMBL,CHEMBL4288849,CN(C)CCN(CC1CCCN(C2Cc3ccccc3C2)C1)C(=O)/C=C/c1ccc(O)cc1
CHEMBL,CHEMBL184210,CNCC[C@H](Oc1ccc2ccsc2c1)c1ccccc1
CHEMBL,CHEMBL3264524,CCOC(=O)c1c(C)oc2ccc(Oc3ccc4ccccc4c3)cc12
CHEMBL,CHEMBL2271009,CN(C)C(=O)Nc1ccc(Br)cc1
CHEMBL,CHEMBL320482,COc1ccc(-c2c[nH]c(-c3nc(C#N)c[nH]3)n2)cc1
CHEMBL,CHEMBL1977910,COc1nc(NC2OCC(O)C(O)C2O)c(NC2OCC(O)C(O)C2O)c(=O)n1C
CHEMBL,CHEMBL1524382,O=C(COC(=O)c1c(F)cccc1Cl)NC(=O)Nc1ccc2c(c1)OCCO2
CHEMBL,CHEMBL3557518,c1cnc(N2CCOCC3(CN(Cc4cc[nH]n4)CCO3)C2)nc1
CHEMBL,CHEMBL78200,CCCCOc1c(C(=O)c2c(F)cccc2F)c[nH]c2nncc1-2
CHEMBL,CHEMBL4065629,CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5ccc(F)cc5)C4)c3)nc2n(CC)c1=O
CHEMBL,CHEMBL3358934,CC(C)(CC(O)(Cc1cc2cc(N3CCOCC3)ncc2[nH]1)C(F)(F)F)c1ccc(F)cc1
CHEMBL,CHEMBL1669236,CC1=C(C(=O)NNC(N)=S)C(c2ccc(N(C)C)cc2)C(C(=O)NNC(N)=S)=C(C)N1
CHEMBL,CHEMBL1397245,COC(=O)C1=C(c2cccc(OC)c2OC)C[C@@H]2CC[C@H]1N2C
CHEMBL,CHEMBL3446001,CCn1cc(-c2nn3c(C(F)(F)F)nnc3s2)c(C)n1
CHEMBL,CHEMBL490176,O=c1cc(Cc2ccccc2)[nH]c2c(-c3ccccc3)c(C(F)(F)F)nn12
CHEMBL,CHEMBL1630862,S=c1[nH]nc(-c2cccnc2)n1/N=C\c1ccccc1OCCOCCOc1ccccc1/C=N\n1c(-c2cccnc2)n[nH]c1=S
CHEMBL,CHEMBL1496485,CCOCCCN(C(=O)c1snc(C(N)=O)c1N)C(C(=O)NCCC(C)C)c1ccc(F)cc1
CHEMBL,CHEMBL2169919,CC(C)N(CCCNC(=O)Nc1ccc(C(C)(C)C)cc1)C[C@H]1O[C@@H](n2ccc3c(N)ncnc32)[C@H](O)[C@@H]1O
CHEMBL,CHEMBL198649,CCCCCCNC(=O)/C(C#N)=C/c1ccc([N+](=O)[O-])cc1
CHEMBL,CHEMBL1465943,CCc1ccc(C(=O)CN2C(=O)NC(C)(c3ccc(C)cc3)C2=O)cc1
CHEMBL,CHEMBL3098221,COc1cc(C(=O)N2CC3CC2CN3Cc2cccc(C(F)(F)F)c2)ccc1-n1cnc(C)c1
CHEMBL,CHEMBL2403388,COc1ccc(-c2nnc(N3CCN(S(C)(=O)=O)CC3)o2)cc1
CHEMBL,CHEMBL1374938,COc1ccc(C2=NOC(C(=O)Nc3cc(C)on3)C2)cc1OC
CHEMBL,CHEMBL200898,Cc1ncc(CO)c2cc(C(=O)Nc3ccccc3F)/c(=N/c3ccc(C(F)(F)F)cc3)oc12
CHEMBL,CHEMBL572363,C[C@@H](N[C@H](C)c1ccn(-c2ccc(C(F)(F)F)cc2)n1)c1cccc(F)c1
CHEMBL,CHEMBL1353046,Cc1cccc(C)c1NCc1nnc(SCC(=O)Nc2nc(-c3ccccc3)cs2)n1-c1ccccc1
CHEMBL,CHEMBL1351245,CN(C)C(=O)CSc1ncnc2scc(-c3ccccc3)c12
CHEMBL,CHEMBL2347299,CCCCCCCCCCSc1ncnc2c1ncn2Cc1ccccc1
CHEMBL,CHEMBL4292221,CC1CCN(CC(=O)O[C@@H]2CC[C@@]3(C)[C@@H](CC[C@]4(C)[C@@H]3C(=O)C=C3[C@@H]5[C@@H](C)[C@H](C)CC[C@]5(C)CC[C@]34C)[C@@]2(C)C(=O)O)CC1
CHEMBL,CHEMBL99397,O=c1[nH]c2c([nH]c3ccccc32)c(=O)n1CCN1CCN(c2ccc(C3CCCCC3)cc2)CC1
CHEMBL,CHEMBL334047,C=CCNC1=Nc2ccc(Cl)cc2S(=O)(=O)N1
CHEMBL,CHEMBL3486698,CSCCCN1CCn2nc(CNC(C)=O)cc2C1
CHEMBL,CHEMBL574281,C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@@H](CC[C@@H]4[C@@]5(C)C=C(O)C(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@H]12
CHEMBL,CHEMBL4288656,Nc1cc(-c2ccc(C(=O)c3cc(F)c(F)c(O)c3F)s2)c(F)cc1F
CHEMBL,CHEMBL3098572,COc1ccc(N2CCN(CC(=O)N3CCN(c4cc5c(cc4F)c(=O)c(C(=O)O)cn5C4CC4)CC3)CC2)cc1OC
CHEMBL,CHEMBL146882,CO/N=C(\COCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(CCN1CCC(N2CCC(O)C2)CC1)c1ccc(Cl)c(Cl)c1
CHEMBL,CHEMBL2153517,COc1cc(Nc2ncnc3c2sc2ccccc23)cc(OC)c1OC
CHEMBL,CHEMBL495123,Cc1nc(-c2ccc(O)c(O)c2)cs1
CHEMBL,CHEMBL4108834,Cn1ncc(NC(=O)c2csc(-c3cnc4cccnc4c3)n2)c1[C@@H]1CC[C@@H](N)[C@H](F)CO1
CHEMBL,CHEMBL527782,O=C1COC(c2ccccc2)(c2ccccc2)CN1CC1CCN(Cc2ccc(O)cc2Cl)C1
CHEMBL,CHEMBL1205564,CCCCCCCCCCCCSCCCCCCCCCCC(=O)N(C)CCCCCCCCCCC(=O)O
CHEMBL,CHEMBL3144039,CC1=C([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2C(=O)N=C(N)N=C2N1
CHEMBL,CHEMBL3923573,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1Cc2ccccc2C1
CHEMBL,CHEMBL1865254,CC1CCC2(CC1)NC(=O)N(CC(=O)NCCc1c[nH]c3ccccc13)C2=O
CHEMBL,CHEMBL573721,COC(=O)c1cc(=O)oc2c3c(ccc12)OC(C)(C)C3
CHEMBL,CHEMBL1603360,CCc1ccc(-c2nn(CC(=O)NC3CCCC3)c3c2cnc2ccc(F)cc23)cc1
CHEMBL,CHEMBL3221503,CC(C)OC[C@H](Oc1ncnc2c1cnn2-c1ccccc1Cl)C(=O)Nc1ccc(C#N)cn1
CHEMBL,CHEMBL525804,CC(=O)Nc1nc2c(Oc3cc(-c4ccc(C(F)(F)F)cc4NC(C)c4ccccn4)ncn3)cccc2s1
CHEMBL,CHEMBL3818274,CCOc1cc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(Cl)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1
CHEMBL,CHEMBL3668960,COc1cccn2nc(CCc3nc(-c4cccnc4)c[nH]3)nc12
CHEMBL,CHEMBL3451540,Cc1nc(C2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)n[nH]1
CHEMBL,CHEMBL154978,COC(=O)c1cccc2c1ncn2-c1ccccc1
CHEMBL,CHEMBL3629813,C=CCc1cc(OC)c2oc(=O)c(C(=O)/C=C/c3c(/C=C/c4ccc(OC)cc4)cc(OC)cc3OC)cc2c1
CHEMBL,CHEMBL24398,O=C(NO)[C@@H](NCC1CC1)[C@@H](Cc1cccc(O)c1)C(=O)N[C@H]1c2ccccc2C[C@H]1O
CHEMBL,CHEMBL3422332,CCCNC(=O)CSc1nnc2c3cc(C)ccc3n(CC(=O)O)c2n1
CHEMBL,CHEMBL3938481,O=Cc1cccc(-c2nnn[nH]2)c1
CHEMBL,CHEMBL2334350,COc1c2c(c(OC)c3oc(=O)ccc13)OC(C)(C)C=C2
CHEMBL,CHEMBL3647434,CSc1ccccc1C1CCCN1C(=O)C(CC(C)C)NC(=O)NCc1ccc(N)cc1
CHEMBL,CHEMBL92814,CN(C)CCN1CCN(c2cc3c(nc2Sc2ccc(F)cc2F)CNC(=O)N3c2c(Cl)cccc2Cl)CC1
CHEMBL,CHEMBL3665664,N=C(NO)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1
CHEMBL,CHEMBL3984531,CC(=C(c1ccc(N)cc1)c1ccc(N)cc1)c1ccc([N+](=O)[O-])cc1
CHEMBL,CHEMBL1315932,CC1=C(C(=O)Nc2ccccc2C)C(c2ccccn2)n2ncnc2N1
CHEMBL,CHEMBL1835431,CC1(C)[C@H](O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@H](C5COC(=O)C5)CC[C@]4(C)C3=CC[C@@H]12
CHEMBL,CHEMBL1958046,CC(=O)O[C@H]1CC[C@@]2(C)C(=CC[C@H]3[C@@H]4C[C@H](OC(C)=O)[C@H]([C@H](C)C(=O)C5=C(C)OC[C@H](C)C5)[C@@]4(C)[C@H](O)C[C@@H]32)C1
CHEMBL,CHEMBL1343533,NS(=O)(=O)c1ccc(CCNC(=O)CCCCCNc2nc(S)nc3ccccc23)cc1
CHEMBL,CHEMBL1405566,C=C(C)C(=O)c1ccc2c(c1)OCO2
CHEMBL,CHEMBL3605879,O=C(CCN1C(=O)c2ccccc2S1(=O)=O)Nc1cccc(C(=O)NO)c1
CHEMBL,CHEMBL4166548,COc1ccc(Nc2nccc(-c3sc(SC)nc3C)n2)c(OC)c1
CHEMBL,CHEMBL517926,CC(=O)OCC1=C\CC/C(C)=C/CC[C@@]2(C)CC[C@@](C(C)C)(/C=C/1)O2
CHEMBL,CHEMBL1476361,COc1ccc(/C=C/c2noc(-c3ccccc3O)n2)cc1OC
CHEMBL,CHEMBL3680061,Cc1cc(N2CCC(N3CCCC3C)C2)ccc1N1CCC2(CCN(CC3CCCC3)CC2)C1=O
CHEMBL,CHEMBL1874845,O=C(NCc1ccccc1Cl)[C@@H]1CCCN1S(=O)(=O)c1ccc(Cl)cc1
CHEMBL,CHEMBL2325816,CN1CCC(c2cccc(Oc3ccc(S(=O)(=O)Nc4ccc(F)cn4)cc3C#N)c2)CC1
CHEMBL,CHEMBL165067,CNC(=O)N(O)CC1COc2ccc(Oc3ccccc3)cc2O1
CHEMBL,CHEMBL442160,[O-]c1c(-c2ccncc2)sc2cccc[n+]12
CHEMBL,CHEMBL4162042,Cc1ccn(C(C)c2nnc(Nc3ccn(Cc4c(F)cccc4Cl)n3)s2)n1
CHEMBL,CHEMBL1576009,Cc1nc(-c2ccc(NC(=O)c3ccc(Br)o3)cc2)cs1
CHEMBL,CHEMBL1729335,CN(C(=O)c1cccc(NC(=O)Cc2ccc(NC(=O)C3CCCN(C(=O)CCc4ccccc4)C3)cc2)c1)C1CC1
CHEMBL,CHEMBL1813733,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@]5(CC[C@@]43C)CN(CCC(CN3CCOCC3)OC(=O)CCC3CCCC3)C(=O)O5)[C@@H]1CCC2=O
