Smiles,ID
OC(CC(O)=O)Cc1ccccc1,C712
OC(c(cc1)ccc1Nc1ncnc2ccccc12)=O,C713
OC(c1csc(-c2cc(Br)cs2)n1)=O,C714
CN(CCC(O)=O)C1CCCCC1,C715
[O-][N+](c(ccc(O)c1)c1C(O)=O)=O,C716
OC(C(CC1)OC1=O)=O,C717
OC(c(cc1F)cnc1Cl)=O,C718
OC([C@H](C1)[C@@H]1C(N(CC1)CCN1c1ccccc1)=O)=O,C719
COc(c(OC)c1OC)cc2c1[nH]c(C(O)=O)c2,C720
CC(C)C(C)C(O)=O,C721
CN(C=NN1CC(O)=O)C1=O,C722
OC(c1cc(CN2CCOCC2)ccc1)=O,C723
Cc(cc1)c(C)cc1C(c(cccc1)c1C(O)=O)=O,C724
OC(C1(CC1)C(N1CCCC1)=O)=O,C725
OC(COc(c(Cl)ccc1)c1Cl)=O,C726
OC(CCC(N(CC1)CCN1S(c1ccccc1)(=O)=O)=O)=O,C727
OC(c(cc1)cc(C(NN2)=O)c1C2=O)=O,C728
CC(C(O)=O)(c1ccccc1)OC,C729
CC(N(C1)c(cccc2)c2OC1C(O)=O)=O,C730
COc(cc1)cc(C(O)=O)c1Br,C731
CC(C(O)=O)S(C1CCOCC1)(=O)=O,C732
COC(c(cc1)cnc1C(O)=O)=O,C733
Cc1cc(C)nn1Cc1ccc(C(O)=O)o1,C734
OC(C1(Cc(cc2)ccc2F)CC1)=O,C735
OC(/C=C/c1cc(Cl)c2OCCCOc2c1)=O,C736
C[C@H]([C@H](CCCCCC(O)=O)N1)NC1=O,C737
Cc1cc(C(O)=O)cc(C)c1F,C738
CCCN(CCC1)CC1C(O)=O,C739
[O-][N+](c1n[nH]c(C(O)=O)c1Br)=O,C740
CN(C)S(c1c(C(O)=O)nccc1)(=O)=O,C741
CC(C)(C(O)=O)c1cccc(F)c1,C742
OC(COc1cccc(N(CCC2)C2=O)c1)=O,C743
CC[C@H](CC1)CC[C@@H]1C(O)=O,C744
COc(cc1)cc(C(O)=O)c1O,C745
CS(c1ccc(CC(O)=O)s1)(=O)=O,C746
CC(N(CCc1ccccc1)CC(O)=O)=O,C747
OC(c1ccc(C2CC2)cc1)=O,C748
OC(CC(NN1C(CC2)CS2(=O)=O)=CC1=O)=O,C749
COc1cccc(Nc(cccc2)c2C(O)=O)c1,C750
OC(CSC(SC1=S)=NN1c(cc1)ccc1F)=O,C751
CC(C)(CC1)CCC1C(O)=O,C752
OC(c(cc1)ccc1C(c1cc(O)ccc1)=O)=O,C753
OC(Cc(cccc1)c1OC(F)F)=O,C754
OC(c1ccc(CN2CCCCC2)s1)=O,C755
CCc(nc(C)nc1)c1C(O)=O,C756
OC(COc1cc(CCC2)c2cc1)=O,C757
CCCS(N(CCC1)CC1C(O)=O)(=O)=O,C758
OC(CC(C(F)(F)F)n1nccc1)=O,C759
Cc1nc(ccc(C(O)=O)c2)c2o1,C760
CC1(CCN(C)CC1)C(O)=O,C761
CN(C)C(C(O)=O)c1cnccc1,C762
COc(c1c2[nH]c(C(O)=O)c1)ccc2OC,C763
CC(C)OCc(cc1)ccc1C(O)=O,C764
OC(C1(CC2)SCCN1C2=O)=O,C765
Cc1n[nH]c2nc(C)cc(C(O)=O)c12,C766
OC(c1ccc(Cn2ncc(Cl)c2)o1)=O,C767
OC(C1(Cc2cccc(Cl)c2)CCCC1)=O,C768
Cc(cc1)c(C)cc1C(O)=O,C769
OC(CCOc(cc1)ccc1Br)=O,C770
OC(CCCC(N(C[C@H](C1)CN23)C[C@H]1C3=CC=CC2=O)=O)=O,C771
OC(c1cn(-c2cccc(Cl)c2F)nn1)=O,C772
OC(C1(CC1)Oc1ccccc1)=O,C773
CN(C[C@@H]1C(O)=O)C[C@@H]1c1ccccc1,C774
Cc1ncnc(C)c1CC(O)=O,C775
OC(c(c(O)ccc1)c1F)=O,C776
Cn1c(SCc2ccc(C(O)=O)o2)nnc1,C777
CC(N(C[C@@H](C1)O)[C@@H]1C(O)=O)=O,C778
OC(c(cc1)ccc1S(Cc1cnccc1)(=O)=O)=O,C779
Cc1nn2c(C(F)(F)F)ccnc2c1/C=C/C(O)=O,C780
OC(c(cc1)ncc1Oc1cccc(Cl)c1)=O,C781
CN1C(CCC(O)=O)CCCC1,C782
CC(C)C(C(O)=O)c1ccccc1,C783
Cc([nH]c1ccc2)nc1c2C(O)=O,C784
OC(c1ccnn1CCC(F)(F)F)=O,C785
COc(cc1)c(COc(cccc2)c2Cl)cc1C(O)=O,C786
CC(C)CCN(CCC1)C1C(O)=O,C787
Cc1c(CC(O)=O)cncc1,C788
CS(c(cc1)ccc1NC(CCC(O)=O)=O)(=O)=O,C789
OC(c(scc1)c1OC(F)F)=O,C790
OC(c1cc(C2CCCC2)ccc1)=O,C791
OC(c(ccc(Br)c1)c1O)=O,C792
CCN(CC)C(N(CC1)CCC1C(O)=O)=O,C793
OC(c1ccc(COc2cccc(Cl)c2)o1)=O,C794
CCC(C(O)=O)(c1cccc(Cl)c1)O,C795
[O-][N+](c(c(C(O)=O)c1)cc(F)c1F)=O,C796
OC(CCN1N=C(C=CC=C2)N2C1=O)=O,C797
NC(c1cn(CC(O)=O)c2c1cccc2)=O,C798
CC1N(CCC(O)=O)CCCC1,C799
OC(CCOc(cc1)ccc1Cl)=O,C800
OC(C1CC1)C(O)=O,C801
CC(C)(C)c(cccc1)c1C(O)=O,C802
Cc(cc1)cc(CC(O)=O)c1OC,C803
CC(C)C(N(C)CC(O)=O)=O,C804
[O-][N+](c1cn(C2(CC(C3)C4)CC4CC3C2)nc1C(O)=O)=O,C805
OC(c1cnc2c(F)cc(Br)cc2c1O)=O,C806
OC(C(c1ccccc1)N(CC1)CCS1(=O)=O)=O,C807
OC(COc1cc(CCCC2)c2cc1)=O,C808
OC(c(cc1)cc(Cl)c1-n1ncc2c1cccc2)=O,C809
CN(C)C(N(CC1)CCC1C(O)=O)=O,C810
OC(Cn1nnc(-c2cccs2)n1)=O,C811
OC(C1(Cc2cccc(Cl)c2)CCCCC1)=O,C812
OC(c1c2sccc2ccc1)=O,C813
OC(CCC(C(N1)=O)NC1=O)=O,C814
Cc1cc(C(O)=O)cc(C)c1OCc1cnccc1,C815
CC(C)(C)n1c(SCC(O)=O)ncc1,C816
OC(Cc1cc(CCC2)c2cc1)=O,C817
CS(c(cc1)ccc1C(O)=O)(=O)=O,C818
CCS(N(CCC1)CC1C(O)=O)(=O)=O,C819
Cc(nc(C(F)(F)F)cc1)c1C(O)=O,C820
CC(C)Cc1nc(C(O)=O)c[nH]1,C821
CN(C)C(CCC(O)=O)c1ccccc1,C822
OC(c([nH]c1ccc2)cc1c2OC(F)(F)F)=O,C823
OC([C@@H]1[C@@H](CC2)C[C@@H]2C1)=O,C824
N#Cc(cc(cc1)Cl)c1Oc1cc(C(O)=O)ccc1,C825
CN(CC(O)=O)C(COC)=O,C826
OC(CCc(cc(cc1)Br)c1F)=O,C827
Cc1c(-c2ccc(C)o2)sc(C(O)=O)c1,C828
CN(C)c(ccc(C(O)=O)c1)c1[N+]([O-])=O,C829
C[C@](CCC1)(CCC2)C[C@]12C(O)=O,C830
OC(c(cc1)ccc1OC1COCC1)=O,C831
CC(C(O)=O)N(CC1)Cc2c1cccc2,C832
OC(c1nccnc1Sc1ccccc1)=O,C833
CC(C)(C)C(N(CC1)CCC1C(O)=O)=O,C834
CC(C)(C)n1nc(C2CC2)cc1C(O)=O,C835
CCOc(cc1)cc(C(O)=O)c1[N+]([O-])=O,C836
OC(C(CCC1)N1S(c(s1)ccc1Br)(=O)=O)=O,C837
OC(Cc(ccc(Br)c1)c1F)=O,C838
OC(c(cc1)cc(Cl)c1O)=O,C839
OC(CCC1CCOCC1)=O,C840
CN(c(c(C(N1)=O)c2)ncc2C(O)=O)C1=O,C841
Cc1c(C2(CC2)C(O)=O)cccc1,C842
OC(CSc1nnc(-c2ccco2)o1)=O,C843
CC(C)CN(CCC1)C1C(O)=O,C844
COc(cc1)cc(/C=C/C(O)=O)c1OC,C845
OC(c(cc1)cc(CC(c2ccccc2)O2)c1C2=O)=O,C846
OC(CC(S1)=C(c2cccs2)N2C1=NCC2)=O,C847
OC(c(c(O)c1cc2)cnc1c(F)c2Cl)=O,C848
CN1C(CC(O)=O)CCCC1,C849
OCC(C(O)=O)c1ccccc1,C850
OC(CN1c(cccc2)c2SCC1=O)=O,C851
Cc(ccc(C(O)=O)c1)c1O,C852
Cn1nccc1/C=C/C(O)=O,C853
OC(C1(Cc2cccc(F)c2)CCCCC1)=O,C854
OC(c(cc1)cc(O2)c1OC2(F)F)=O,C855
CS(N(CCC1)CC1C(O)=O)(=O)=O,C856
CCc(nnc(C)c1)c1C(O)=O,C857
CCS(N(C)CC(O)=O)(=O)=O,C858
Cc1c(C(O)=O)oc2c1cc(CCC1)c1c2,C859
CC(C1CCOCC1)C(O)=O,C860
[O-][N+](c(c(F)c1)cc(C(O)=O)c1Cl)=O,C861
OC(C(C1)Oc(cccc2)c2N1C(c1ccco1)=O)=O,C862
OC(c1ccc(CN2CCCCC2)cc1)=O,C863
OC(C=C1CCOCC1)=O,C864
CC(C)C(C(O)=O)N(CC1)Cc2c1cccc2,C865
OC(c1cc(scc2)c2nc1)=O,C866
OC(CCOc(cc1)ccc1F)=O,C867
OC(CC1(CC(N2CCOCC2)=O)CCCC1)=O,C868
OC(c1cccc(Br)c1O)=O,C869
[O-][N+](c1nn(CC(O)=O)cc1Cl)=O,C870
CSCC1(CC(O)=O)CC1,C871
CSc(ccc(C(c(cccc1)c1C(O)=O)=O)c1)c1[N+]([O-])=O,C872
CC(C(O)=O)Sc1ncn[nH]1,C873
CC(C)n1cnc(C(O)=O)c1,C874
OC(C(CC1)CCN1C(C1(CCC1)c1ccccc1)=O)=O,C875
OC(COc(ccc(-c1ccccc1)c1)c1Cl)=O,C876
OC(C(CC1)CCC1=O)=O,C877
Cn1c2cccc(C(O)=O)c2cc1,C878
CN1CCC(CC(O)=O)CC1,C879
OC(c(cc1)ccc1SCc1ccccc1)=O,C880
OC(Cc(cccc1)c1OC1CCCC1)=O,C881
CC(CN1CCOCC1)C(O)=O,C882
Cc1noc2c1c(C(O)=O)cc(-c1c(C(F)(F)F)cccc1)n2,C883
OC(C(CCCC1)N1S(c1cccs1)(=O)=O)=O,C884
N#Cc(ccc(C(O)=O)c1)c1Cl,C885
OC(c(cc1)cnc1NC1CC1)=O,C886
CC(C)(Cc(cc1)ccc1Cl)C(O)=O,C887
Cc1ccc(-c2ccc(C(O)=O)s2)o1,C888
CC(C)C(C(O)=O)c1ccncc1,C889
OC(CSc1nnc(-c2ccncc2)n1Cc1ccco1)=O,C890
CC(Cc1cc(C(O)=O)c2)Oc1c2OC,C891
CCC(C)n1nc(C)c(-c2n[nH]c(C(O)=O)c2)c1C,C892
OC(c(cc1)ncc1Oc1cccc(F)c1)=O,C893
OC(C1CCCCC1)C(O)=O,C894
OC(c(cc(cc1)F)c1-n1nccc1)=O,C895
COCCN(CC(C1)C(O)=O)C1=O,C896
CC(C)c(cc1)c(C)cc1OCC(O)=O,C897
CCC(C)c1nc(C)c(CC(O)=O)c(C)n1,C898
Cn1c(SCc2ccc(C(O)=O)o2)ncc1,C899
OC(c1ccc(CN2CCSCC2)cc1)=O,C900
OC(C1(CCCCC1)C1CCCCC1)=O,C901
OC(c1cccc(Cl)c1O)=O,C902
OC(c(ncs1)c1Br)=O,C903
OC(CSC(CCO1)C1=O)=O,C904
COc(ccc(C(O)=O)c1)c1[N+]([O-])=O,C905
OC(C1CN(CCc2ccccc2)CCC1)=O,C906
CC(C)(C1)Oc(cc2)c1cc2C(O)=O,C907
OC(c1cc(S(N2CCOCC2)(=O)=O)c[nH]1)=O,C908
Cc(nc(cc1)C(O)=O)c1C#N,C909
CC(C)CN(c(c(C(N1C)=O)c2)ncc2C(O)=O)C1=O,C910
OC(COC(CCC1)c2c1cccc2)=O,C911
OC(Cc(cc1)ccc1OC(F)(F)F)=O,C912
OC(C1CCCC1)C(O)=O,C913
Cc1c(-c2nc(cccc3)c3n2CC(O)=O)scn1,C914
OC(/C=C/c(cc(cc1)Br)c1F)=O,C915
CC(C)(C)c1nc(CC(O)=O)cs1,C916
OC(C(CC1)CCN1C1CC1)=O,C917
N#Cc(cccc1)c1Sc(cc1)ccc1C(O)=O,C918
OC(C(CSC1)N1C(C1CCCC1)=O)=O,C919
COC(c1nccnc1C(O)=O)=O,C920
OC(CCc(ccc(Cl)c1)c1Cl)=O,C921
CCC1(CCC1)C(O)=O,C922
OC(c(cc1)cc2c1ncn2-c(cc1)ccc1Cl)=O,C923
CC(N1CC(O)=O)=Nc(scc2-c3cccs3)c2C1=O,C924
OC(c1cccc(OC(F)(F)F)c1)=O,C925
OC(C1OCCC1)=O,C926
OC(c1cc(CCCC2)c2cc1)=O,C927
OC(CN(C(CS1)=O)C1=S)=O,C928
COc(cc1)c(CC(O)=O)cc1F,C929
CCC(N(CCC1)CC1C(O)=O)=O,C930
[O-][N+](c(cc(cn1)C(O)=O)c1O)=O,C931
OC(CNC(OCc1ccccc1)=O)=O,C932
CC(C(O)=O)N(C)C,C933
OC(c1csc(-c(s2)ccc2Br)n1)=O,C934
OC(c(ccc(C(F)(F)F)c1)c1O)=O,C935
CCCCS(N(CC1)CCC1C(O)=O)(=O)=O,C936
Cc1c(C(O)=O)c(Cn2nccc2)nc2ccccc12,C937
CCC1(CCCCC1)C(O)=O,C938
COc(cc(cc1CC=C)C(O)=O)c1OC,C939
CC(C)c1nnnn1CC(O)=O,C940
OC1CCN(Cc(cc2)ccc2C(O)=O)CC1,C941
Cc1cc(OCC(O)=O)c(C)cc1,C942
OC(C1(CCC1)c1ccccc1)=O,C943
Cc1cc(Sc2ncccc2C(O)=O)c(C)cc1,C944
OC(CN1c(cccc2)c2OCC1=O)=O,C945
CCc(cc1)ccc1OCCC(O)=O,C946
CC(C)C(C(O)=O)N(CCC1)S1(=O)=O,C947
Cc(nc(cc1)-c2cscc2)c1C(O)=O,C948
CC(C)C(C(O)=O)c1cccc(Cl)c1,C949
Cn1nccc1COCC(O)=O,C950
OC(c(cc(cc1)Br)c1-n1cccc1)=O,C951
OC(C1CCN(CC2CC2)CC1)=O,C952
OC(c(cccc1)c1OC(F)(F)F)=O,C953
Cn1c(C(CCC2)CN2C(CCC(O)=O)=O)nnc1,C954
OC(c(cc1)ccc1OC1CCOCC1)=O,C955
OC(c(cc1)cc(O)c1I)=O,C956
CC(C1=C(N2)N(C)NC1=O)=C(CC(O)=O)C2=O,C957
OC(Cc(c(F)ccc1)c1Cl)=O,C958
CC(C)CCC(O)=O,C959
Cc1cc(C(O)=O)c(C(NN2C)=O)c2n1,C960
OC(c1cccc(CN(C(CN2)=O)C2=O)c1)=O,C961
OC(C[C@H]1[C@H](CC2)C[C@H]2C1)=O,C962
COc1cc([nH]c(C(O)=O)c2)c2c(OC)c1OC,C963
OC(C1OCCCC1)=O,C964
Cc(cccc1)c1C(O)=O,C965
CCC(N(CC1)CC1C(O)=O)=O,C966
Cc1c(C(O)=O)nc(C)s1,C967
OC(C1(CC1)c(cc1)ccc1Br)=O,C968
OC(c(o1)ccc1Sc(cc1)ccc1Cl)=O,C969
COc(cc1)cc(OC)c1C(O)=O,C970
OC(c(o1)ccc1S(N1CCCC1)(=O)=O)=O,C971
OC(C(O)=O)c1cccc(C(F)(F)F)c1,C972
OC(CN1CCCC1)=O,C973
OC(c(cc1)cc2c1[nH]cn2)=O,C974
OC(CC(C(F)(F)F)c1ccccc1)=O,C975
COc1cc(Br)cnc1C(O)=O,C976
C[C@@H](C1)N(C)CC[C@@H]1C(O)=O,C977
COc(ccc1c2cc(C(O)=O)[nH]1)c2OC(F)F,C978
CN(CCC1(Cc2ccccc2)C(O)=O)C1=O,C979
COC(c1ccc(C(O)=O)s1)=O,C980
COc(cc(cc1)[N+]([O-])=O)c1C(O)=O,C981
CCN(CCCC1)C1C(O)=O,C982
CC(C)(Cc1ccc2)Oc1c2C(O)=O,C983
Cn1c(C(O)=O)cc(C(N)=O)c1,C984
OC(c1cccc(CN(CC2)CCS2(=O)=O)c1)=O,C985
OC(COc(cc1)cc(Cl)c1F)=O,C986
OC(C(CCC1)CN1C(N(CC1)Cc2c1scc2)=O)=O,C987
OC(c1cc(Nc2ncccn2)ccc1)=O,C988
OC(C(CC1)Cc2c1cccc2)=O,C989
CC(C)c(cc1C(C)C)cc(C(O)=O)c1O,C990
OC(C(CC1)N1C1CCCC1)=O,C991
OC(CN1N=C(c2cccs2)OC1=O)=O,C992
CC/C=C\CC(O)=O,C993
OC(c(cc1)ccc1C(Nc1ccccc1)=O)=O,C994
Cc1cccc(C2(CCC2)C(O)=O)c1,C995
CS(c(cc1)ccc1OCc1ccc(C(O)=O)o1)(=O)=O,C996
COc(ccc([N+]([O-])=O)c1CC(O)=O)c1F,C997
CN(C1CCCCC1)C(CCC(O)=O)=O,C998
N#Cc(cccc1)c1Oc(ccc(C(O)=O)c1)c1Cl,C999
CC(C)C(C(O)=O)n1ncc(C)c1,C1000
CC(C)S(C(C)C(O)=O)(=O)=O,C1001
Cc1c(C(O)=O)c(SC)nc(-c2ccco2)n1,C1002
CC(C)(Cc1c2c(C)c(C(O)=O)[nH]1)CC2=O,C1003
OC(c1cc2ccccc2c(O)c1)=O,C1004
OC(C1)(Cc2c1cccc2)C(O)=O,C1005
CC(C)c1nccn1CC(O)=O,C1006
OC(c1nccnc1C(N1CCOCC1)=O)=O,C1007
CCN(CCC1)CC1C(O)=O,C1008
COc(cccc1/C=C/C(O)=O)c1OC(F)F,C1009
OC(C1(CC1)c(cc1)ccc1Cl)=O,C1010
CC(C1=C(N2)N(C)NC1=O)=C(CCC(O)=O)C2=O,C1011
NC(c(cc1)ccc1Oc(cc1)ccc1C(O)=O)=O,C1012
[O-][N+](c(cc(cc1)C(O)=O)c1-n1cncc1)=O,C1013
CC(C)(C1CCCC1)C(O)=O,C1014
OC(c1ccc(COc2cc3ccccc3cc2)o1)=O,C1015
CN(Cc1cnccc1)S(c1cn(C)c(C(O)=O)c1)(=O)=O,C1016
OC(c(cc(cc1)Br)c1O)=O,C1017
C#CCN(CCC1)C1C(O)=O,C1018
Cc1noc2c1c(C(O)=O)cc(-c1cccs1)n2,C1019
CC(C)n1nccc1[C@H]1OCC[C@@H]1C(O)=O,C1020
CS(c(cc(cc1)C(O)=O)c1F)(=O)=O,C1021
C=C(C1)CC1C(O)=O,C1022
Cn1nnnc1SCC(O)=O,C1023
CC(C)Oc1cccc(CC(O)=O)c1,C1024
CC(C)(C)CC(N(CSC1)C1C(O)=O)=O,C1025
Cc1c(C(O)=O)nnn1-c(ccc(Br)c1)c1Cl,C1026
COc1cc(OC)c(/C=C/C(O)=O)cc1,C1027
CC(C)(Cc1c2c(C)c(C(O)=O)o1)CC2=O,C1028
CC(C)NC(NCc(cc1)ccc1C(O)=O)=O,C1029
CC(C)CC1(CC1)C(O)=O,C1030
OC(c(cccc1O)c1O)=O,C1031
OC(C(CCCC1)N1C(C1CCCC1)=O)=O,C1032
Cc1c(C)cc(CC(O)=O)cc1,C1033
OC(CSCc1nc(cccc2)c2[nH]1)=O,C1034
CCN(C(C)C)c(cc1)ncc1C(O)=O,C1035
Cn1nc(C(F)(F)F)c2c1sc(C(O)=O)c2,C1036
OC(c(cc1)cc(F)c1O)=O,C1037
OC(C1(CC(N2CCOCC2)=O)CCCC1)=O,C1038
CS(N(C1)c(cccc2)c2OC1C(O)=O)(=O)=O,C1039
OC(c(cc1)ccc1Oc1cccc(Cl)c1)=O,C1040
CC1CCN(CC(O)=O)CC1,C1041
OC(c1noc(Cc(cccc2)c2F)n1)=O,C1042
C[C@H](CC1)CC[C@@H]1C(O)=O,C1043
Cc(cc(cc1)[N+]([O-])=O)c1C(O)=O,C1044
CCCC(C(O)=O)N(C)C,C1045
CC(c(cc1C#N)c(C)nc1SCC(O)=O)=O,C1046
CC1Oc(cccc2)c2N(CCC(O)=O)C1=O,C1047
OC(c1cc2ccccc2cc1)=O,C1048
Cc1noc(C)c1Cc1ccc(C(O)=O)o1,C1049
OC(C1CN(Cc2ccncc2)CCC1)=O,C1050
OC(c(ccc1ccccc11)c1O)=O,C1051
CN(C1)c(ccc(C(O)=O)c2)c2NC1=O,C1052
OC(C1(CCC1)c1cccc(C(F)(F)F)c1)=O,C1053
CC(C)C(C(O)=O)N(CCC1)C1=O,C1054
Cc(nc(c(C(O)=O)c1)O)c1Br,C1055
Cc1ccc(-c2nc(C)c(C(O)=O)s2)o1,C1056
Cc(cc1)c(C)cc1OCC(O)=O,C1057
OC([C@@H](C1)[C@H]1C1CCCCC1)=O,C1058
COc1cccc(CC(O)=O)c1OC,C1059
OC(c1c(C(F)(F)F)nc(NCC2OCCC2)s1)=O,C1060
Cc1cc([N+]([O-])=O)cc(C(O)=O)n1,C1061
OC(C(CSC1)N1C(C1CCC1)=O)=O,C1062
OC(c(cc(cc1)Br)c1-n1nnnc1)=O,C1063
OC(C(c1cccs1)c1cccs1)=O,C1064
NC(c(cc1)ccc1NCC(O)=O)=O,C1065
CC(C(O)=O)N1CCC(Cc2ccccc2)CC1,C1066
CCc1cccnc1C(O)=O,C1067
CCn1nccc1COCC(O)=O,C1068
OC(c(cc1)cc2c1scc2)=O,C1069
CC(CC(O)=O)c(ccc(F)c1)c1F,C1070
CN(CC(C1)C(O)=O)C1=O,C1071
COc(ccc(S(C)(=O)=O)c1)c1C(O)=O,C1072
CN(CC1)CCC1C(O)=O,C1073
Cc(nc(cc1)-c2ccco2)c1C(O)=O,C1074
OC(CCCCc(cc1)ccc1I)=O,C1075
Cn1c(C(O)=O)cc(S(N2CCOCC2)(=O)=O)c1,C1076
OC(COc(cccc1)c1Cl)=O,C1077
CN(CCC1)CC1C(O)=O,C1078
Cc1cccc(-c(cccc2)c2C(O)=O)c1,C1079
OC(CSc1nncn1C1CC1)=O,C1080
C/C=C/c1cc(C(O)=O)cc(OC)c1OC,C1081
CNC(NCC(O)=O)=O,C1082
CC(C)c1noc2nc(-c3ccco3)cc(C(O)=O)c12,C1083
CC1(CCC1)C(O)=O,C1084
OC(C(CCC1)CN1C(c1cccs1)=O)=O,C1085
OC(c(cc(cc1)Cl)c1O)=O,C1086
CN(C1CCCCC1)S(c(cc1)ccc1C(O)=O)(=O)=O,C1087
OC(Cc1cccc(C(F)(F)F)c1)=O,C1088
OC(c1ccc(-c2nc(cccc3)c3s2)o1)=O,C1089
O[C@H](C[C@H]1C(O)=O)CN1C(c1nc2ccccc2cc1)=O,C1090
CCc1ncnc(CC)c1C(O)=O,C1091
CC(C)c1nn(C)c(C(O)=O)c1[N+]([O-])=O,C1092
OC(CC(CC1)Cc2c1cccc2)=O,C1093
COc(cc(cc1)C(O)=O)c1[N+]([O-])=O,C1094
CC(N1CC(O)=O)=CSC1=O,C1095
NC(Nc1cc(C(O)=O)ccc1)=O,C1096
CCS(N(CC1)CCC1C(O)=O)(=O)=O,C1097
OC(c1cc(COC2)c2cc1)=O,C1098
OC(Cc1ccco1)=O,C1099
OC(C(CCC1)N1C(C1CCCC1)=O)=O,C1100
OC(c1cccc(C(F)(F)F)c1O)=O,C1101
COc1cccc(CCC(O)=O)c1OC,C1102
CC(C(C)=NN1C)=C(C(N(CSC2)C2C(O)=O)=O)C1=O,C1103
OC(c(cc1)ccc1Sc1ncccc1)=O,C1104
Cc1cccc(C2(CCCC2)C(O)=O)c1,C1105
OC(c1cccnc1-n1ncc(Br)c1)=O,C1106
OC(c1ccc(COc(ccc(F)c2)c2Cl)o1)=O,C1107
CC(C(O)=O)N1CCCCCC1,C1108
CCN(Cc(cc1)ccc1C(O)=O)C(C)C,C1109
CN(C(C=CN1CC(O)=O)=O)C1=O,C1110
COc(cccc1CC(O)=O)c1F,C1111
OC(c1csc(Nc2ncccc2)n1)=O,C1112
Cc(cc(cc1)C(O)=O)c1I,C1113
CC(N(CCOC1)C1C(O)=O)=O,C1114
OC1(CSCC1)C(O)=O,C1115
COc(cccc1C(O)=O)c1[N+]([O-])=O,C1116
Cc1c(Cc2ccc(C(O)=O)o2)c(C)n[nH]1,C1117
OC(C(CC1)CCN1C(C1CC1)=O)=O,C1118
Cc(nc(C1CC1)cc1)c1C(O)=O,C1119
OC(c(cc(cc1)F)c1-n1c(cccc2)c2nc1)=O,C1120
OC(CN(CSC1)C1=O)=O,C1121
OC(CCc1c2OCOc2ccc1)=O,C1122
CC(C)(C(O)=O)c1c(C)cccc1,C1123
OC(CSc1nnnn1C1CCCC1)=O,C1124
OC(c(cccc1)c1I)=O,C1125
CCC(CC(O)=O)SC,C1126
OC(c1noc(Cc(cc2)ccc2Cl)n1)=O,C1127
OC([C@@H](CN(Cc1ccccc1)C1)[C@H]1c1ncccc1)=O,C1128
COc(ccc([N+]([O-])=O)c1)c1C(O)=O,C1129
Cc(cc(C(O)=O)c1c2)nc1ccc2OC,C1130
CC(N1C(CC(O)=O)CCCC1)=O,C1131
Cn(cc1c(C(F)F)c2)nc1nc2SCC(O)=O,C1132
OC(Cc(cc1)cc(O2)c1OC2(F)F)=O,C1133
CC(C)CN(CC1)CCC1C(O)=O,C1134
CS(c(cccc1)c1C(O)=O)(=O)=O,C1135
CCN(c(cccc1)c1N1CC(O)=O)C1=O,C1136
CC(CC(F)(F)F)C(O)=O,C1137
OC(c1cc(Cl)c2OCCCOc2c1)=O,C1138
OC(CC1)CCN1C(C(O)=O)c1ccccc1,C1139
Cc(nc(cc1)-c2cccs2)c1C(O)=O,C1140
OC(c1ccc(CN2CCCC2)s1)=O,C1141
OC(c(cc(cc1)Cl)c1-n1nnnc1)=O,C1142
Cc1ccc([C@@H](C2)[C@H]2C(O)=O)cc1,C1143
NC(c1coc(C(O)=O)c1)=O,C1144
CC(CCC1)(CN1C(c1ccccc1)=O)C(O)=O,C1145
OC(c1ccc(C(F)(F)F)cc1)=O,C1146
OC(CN(c(cccc1)c1N1)C1=O)=O,C1147
OC(COc(cc1)cc2c1oc1c2cccc1)=O,C1148
CN1CC(CC(O)=O)CC1,C1149
CSc(ccc(C(O)=O)c1)c1[N+]([O-])=O,C1150
CC(C(O)=O)N1CCCCC1,C1151
CC(C)(C)C(CC1)Cc2c1onc2C(O)=O,C1152
OC(c(cc1)ccc1Oc(cc1)cc(F)c1F)=O,C1153
OC(C(CN1CCCC1)c1ccccc1)=O,C1154
OC(c1csc(-c2cnc[nH]2)n1)=O,C1155
OC(c1cccnc1Sc1cc(C(F)(F)F)ccc1)=O,C1156
CN(CCCC1)C1C(O)=O,C1157
OC(Cc1cc2ccccc2cc1)=O,C1158
OC(/C=C/C(N(CC1)CCN1c1ccccc1)=O)=O,C1159
CS(c(cc1)ccc1OCC(O)=O)(=O)=O,C1160
OC(CC1CCCC1)=O,C1161
CCc1cccc(C(O)=O)c1O,C1162
OC(CCc(nc1NC(C(F)F)=C2)nn1C2=O)=O,C1163
CC(C(O)=O)(c1c(C(F)(F)F)cccc1)O,C1164
CC(N(CC1)CCN1C(CCC(O)=O)=O)=O,C1165
N#Cc(cc1)cnc1Oc(cc1)ccc1C(O)=O,C1166
OC(C(CCN1c2cccc(Cl)c2)C1=O)=O,C1167
Cc(c(c1nc(C2CC2)c2)c2C(O)=O)nn1-c(cc1)ccc1F,C1168
OC(c(scc1)c1S(N1CCOCC1)(=O)=O)=O,C1169
OC(CCc1c(C(F)(F)F)cccc1)=O,C1170
CCOCCC1(CCCC1)C(O)=O,C1171
Cc(ccc(C(O)=O)c1)c1S(C)(=O)=O,C1172
Cc(cccc1)c1C(NCC(O)=O)=O,C1173
CC(C)(C(O)=O)c1cnccc1,C1174
OC(CCN(C=CNC1=O)C1=O)=O,C1175
COc(c(OC)c1)cc(C(O)=O)c1I,C1176
